iso-date,precip,tmin,tavg,tmax,globrad,wind,relhumid
1981-01-27,0.00,-12.28,-8.125,-3.97,6.03,2.12,81.44
1981-01-28,0.00,-13.09,-7.48,-1.87,2.26,1.92,86.07
1981-01-29,0.00,-11.76,-6.1,-0.44,6.49,1.61,87.72
1981-01-30,0.00,-13.35,-5.35,2.65,6.77,1.28,82.85
1981-01-31,0.00,-5.77,-0.69,4.39,3.20,2.38,87.81
1981-02-01,0.00,-2.17,1.83,5.83,8.06,4.17,61.67
1981-02-02,0.00,-3.81,0.5850000000000002,4.98,7.93,2.94,67.47
1981-02-03,4.41,-4.90,0.46999999999999975,5.84,3.37,4.39,74.36
1981-02-04,3.82,0.03,1.085,2.14,2.80,3.92,93.82
1981-02-05,0.33,-4.36,-1.6800000000000002,1.00,5.87,5.31,87.02
1981-02-06,3.20,-4.71,-1.92,0.87,6.00,2.62,79.15
1981-02-07,1.83,-1.84,1.0099999999999998,3.86,2.59,5.29,100.00
1981-02-08,0.97,2.23,3.755,5.28,3.28,6.84,88.78
1981-02-09,0.01,1.42,4.725,8.03,6.67,1.71,79.42
1981-02-10,0.48,0.04,1.53,3.02,2.72,4.02,84.99
1981-02-11,0.55,-3.63,-1.275,1.08,8.31,5.12,70.09
1981-02-12,0.12,-6.93,-4.785,-2.64,5.91,2.41,79.38
1981-02-13,1.52,-7.16,-4.640000000000001,-2.12,3.44,4.30,87.75
1981-02-14,0.02,-7.23,-5.75,-4.27,5.77,4.21,77.87
1981-02-15,0.01,-7.24,-5.255,-3.27,3.03,3.11,79.83
1981-02-16,0.14,-6.54,-3.4,-0.26,3.09,1.73,94.67
1981-02-17,0.07,-5.93,-3.33,-0.73,4.62,2.28,85.80
1981-02-18,0.10,-8.11,-5.76,-3.41,3.10,4.81,80.45
1981-02-19,0.34,-8.40,-6.065,-3.73,3.16,2.49,84.92
1981-02-20,0.16,-8.46,-5.505000000000001,-2.55,3.22,1.96,83.83
1981-02-21,0.72,-7.25,-4.975,-2.70,3.34,3.47,92.37
1981-02-22,5.30,-5.19,-3.1500000000000004,-1.11,3.30,2.89,97.04
1981-02-23,1.20,-2.78,-0.5299999999999999,1.72,3.35,3.63,100.00
1981-02-24,0.00,-1.56,0.51,2.58,3.41,1.60,88.35
1981-02-25,0.00,-3.69,1.3950000000000002,6.48,10.12,3.44,53.27
1981-02-26,0.00,-6.67,-1.94,2.79,11.90,3.29,45.30
1981-02-27,0.00,-9.24,-3.97,1.30,11.69,2.93,50.50
1981-02-28,0.00,-9.57,-5.51,-1.45,11.01,7.00,78.93
1981-03-01,0.20,-4.96,-3.105,-1.25,3.69,9.21,92.60
1981-03-02,0.01,-3.07,-2.07,-1.07,3.74,3.10,99.09
1981-03-03,0.00,-2.67,-1.48,-0.29,3.89,1.26,100.00
1981-03-04,1.75,-2.49,-0.4650000000000001,1.56,3.85,3.25,91.46
1981-03-05,0.00,-4.63,-1.605,1.42,4.41,2.86,68.13
1981-03-06,0.00,-2.94,0.16500000000000004,3.27,9.09,0.94,69.56
1981-03-07,0.98,-0.94,4.36,9.66,10.91,2.74,79.08
1981-03-08,2.06,2.13,4.734999999999999,7.34,4.08,1.72,92.20
1981-03-09,4.99,2.24,7.005,11.77,5.87,4.92,91.72
1981-03-10,12.12,3.74,6.535,9.33,4.20,1.51,92.68
1981-03-11,15.96,3.37,8.125,12.88,4.26,5.50,100.00
1981-03-12,1.70,5.93,9.075,12.22,4.32,7.82,83.11
1981-03-13,1.43,4.60,7.225,9.85,7.14,2.45,81.50
1981-03-14,0.19,0.70,4.645,8.59,7.59,2.53,77.51
1981-03-15,0.00,-0.48,3.8099999999999996,8.10,10.44,1.89,67.26
1981-03-16,6.89,-1.23,1.885,5.00,4.57,2.36,88.57
1981-03-17,5.37,0.36,3.785,7.21,7.64,0.82,74.86
1981-03-18,0.56,-0.18,1.3699999999999999,2.92,4.68,1.12,97.84
1981-03-19,0.00,-1.21,2.235,5.68,10.94,5.61,71.05
1981-03-20,0.00,-0.55,4.895,10.34,12.80,1.56,72.71
1981-03-21,0.00,-1.35,6.755,14.86,15.11,1.42,50.71
1981-03-22,0.00,-0.37,6.765000000000001,13.90,14.72,4.17,58.78
1981-03-23,9.00,2.22,7.515000000000001,12.81,12.27,2.95,67.38
1981-03-24,2.22,5.05,8.555,12.06,7.46,5.29,80.71
1981-03-25,0.36,6.30,9.535,12.77,5.13,1.48,97.35
1981-03-26,1.54,5.66,11.2,16.74,10.95,3.59,87.84
1981-03-27,0.00,1.84,6.29,10.74,11.16,6.53,62.84
1981-03-28,0.00,-0.27,5.595000000000001,11.46,15.64,3.69,73.64
1981-03-29,0.00,1.03,6.34,11.65,16.59,7.23,72.01
1981-03-30,0.00,5.48,9.11,12.74,12.33,6.21,72.55
1981-03-31,0.00,6.82,10.41,14.00,6.10,2.64,72.81
1981-04-01,0.00,6.34,11.16,15.98,9.77,1.72,66.25
1981-04-02,0.00,4.74,9.325,13.91,14.69,5.92,50.22
1981-04-03,0.00,-0.96,5.265000000000001,11.49,17.68,2.98,56.23
1981-04-04,1.38,0.51,5.8,11.09,13.61,1.57,75.84
1981-04-05,0.12,3.51,5.49,7.47,5.88,1.31,88.57
1981-04-06,0.00,1.73,7.37,13.01,12.70,1.38,65.14
1981-04-07,0.00,2.26,9.14,16.02,17.61,0.81,63.78
1981-04-08,0.00,1.27,10.075,18.88,15.90,1.75,66.37
1981-04-09,0.00,5.75,10.73,15.71,16.14,2.31,58.10
1981-04-10,0.00,0.81,7.455,14.10,12.41,1.55,65.73
1981-04-11,0.00,1.08,8.235,15.39,20.25,3.01,54.99
1981-04-12,0.00,1.82,9.675,17.53,20.88,4.22,55.70
1981-04-13,0.00,2.42,11.899999999999999,21.38,15.88,1.05,67.38
1981-04-14,0.00,3.33,9.120000000000001,14.91,21.76,2.40,29.34
1981-04-15,0.00,-0.44,7.930000000000001,16.30,21.86,1.86,40.24
1981-04-16,0.00,-0.85,3.435,7.72,15.00,5.15,67.79
1981-04-17,0.03,-4.08,-0.19500000000000006,3.69,8.81,3.41,69.75
1981-04-18,0.00,-4.19,-0.04500000000000037,4.10,15.69,5.67,67.35
1981-04-19,0.00,-5.15,0.4549999999999996,6.06,16.18,2.29,60.19
1981-04-20,0.00,-4.28,1.5549999999999997,7.39,15.27,1.11,55.59
1981-04-21,0.00,-4.63,3.27,11.17,20.93,4.08,54.35
1981-04-22,0.00,-0.22,3.595,7.41,18.73,4.83,59.44
1981-04-23,0.97,-1.73,2.045,5.82,11.02,1.81,77.67
1981-04-24,0.00,-4.08,1.77,7.62,14.16,1.78,59.05
1981-04-25,0.00,0.62,5.579999999999999,10.54,9.09,3.36,68.21
1981-04-26,0.00,1.36,6.819999999999999,12.28,9.59,1.88,84.81
1981-04-27,5.21,2.67,6.775,10.88,7.09,5.26,87.10
1981-04-28,1.86,0.41,2.865,5.32,9.88,4.95,77.25
1981-04-29,3.04,-0.19,2.485,5.16,7.20,3.47,93.05
1981-04-30,12.08,2.56,5.510000000000001,8.46,7.23,6.36,98.40
1981-05-01,7.97,2.00,5.615,9.23,7.72,2.82,83.41
1981-05-02,0.01,-0.67,3.8200000000000003,8.31,22.77,3.09,62.23
1981-05-03,0.00,-2.59,3.49,9.57,19.70,1.63,64.98
1981-05-04,11.64,0.58,4.48,8.38,8.01,1.93,86.73
1981-05-05,1.60,0.82,4.865,8.91,10.20,6.22,85.58
1981-05-06,0.16,3.26,7.06,10.86,18.61,3.01,68.53
1981-05-07,0.00,2.32,8.844999999999999,15.37,21.81,1.38,64.19
1981-05-08,0.00,4.94,12.215,19.49,23.97,2.99,68.10
1981-05-09,0.00,8.49,14.515,20.54,23.14,3.99,70.08
1981-05-10,0.00,10.31,15.105,19.90,25.95,6.31,58.16
1981-05-11,0.00,9.59,14.785,19.98,22.08,5.37,56.40
1981-05-12,1.23,9.41,15.68,21.95,20.58,1.98,59.97
1981-05-13,0.08,7.25,12.7,18.15,14.90,1.44,80.24
1981-05-14,12.87,7.02,12.879999999999999,18.74,13.46,1.62,77.28
1981-05-15,0.38,6.00,11.855,17.71,21.17,2.13,83.39
1981-05-16,0.00,8.31,13.125,17.94,20.94,2.80,74.73
1981-05-17,5.33,6.95,12.2,17.45,20.57,4.11,82.22
1981-05-18,0.00,6.86,12.395,17.93,22.96,1.36,66.60
1981-05-19,0.60,4.82,12.66,20.50,25.05,0.89,73.63
1981-05-20,0.02,9.18,15.905,22.63,22.13,1.55,60.77
1981-05-21,0.00,5.95,12.99,20.03,25.26,1.57,71.39
1981-05-22,0.00,10.03,14.844999999999999,19.66,21.36,4.87,68.01
1981-05-23,1.26,10.27,12.49,14.71,8.14,1.53,78.60
1981-05-24,6.91,7.99,12.100000000000001,16.21,9.04,2.13,83.47
1981-05-25,0.00,7.87,12.530000000000001,17.19,11.39,3.15,85.95
1981-05-26,0.00,10.43,15.834999999999999,21.24,20.29,4.30,70.48
1981-05-27,0.00,10.22,16.065,21.91,21.51,6.23,60.70
1981-05-28,0.00,6.60,11.544999999999998,16.49,12.12,0.81,71.91
1981-05-29,0.53,5.72,11.34,16.96,13.45,1.27,79.59
1981-05-30,4.56,7.50,13.835,20.17,20.93,0.41,78.29
1981-05-31,0.00,8.09,15.985,23.88,24.45,0.21,69.26
1981-06-01,0.00,11.83,18.63,25.43,25.55,2.88,66.03
1981-06-02,0.00,12.99,19.71,26.43,27.77,1.66,64.77
1981-06-03,0.00,11.78,19.49,27.20,26.69,2.26,71.84
1981-06-04,0.03,14.52,19.435000000000002,24.35,23.27,4.83,66.78
1981-06-05,0.00,9.93,14.05,18.17,8.97,2.17,72.23
1981-06-06,0.19,9.14,14.605,20.07,11.91,1.88,83.49
1981-06-07,0.00,11.83,17.615,23.40,19.01,1.99,74.34
1981-06-08,2.59,9.71,16.455,23.20,12.74,1.62,85.35
1981-06-09,4.22,14.12,19.48,24.84,19.17,2.47,74.53
1981-06-10,0.01,12.61,16.455,20.30,12.84,1.86,76.81
1981-06-11,0.00,9.01,16.195,23.38,25.79,0.93,65.62
1981-06-12,0.03,9.47,18.3,27.13,21.93,3.16,63.14
1981-06-13,0.00,7.08,11.68,16.28,25.66,3.51,50.18
1981-06-14,2.60,7.77,15.1,22.43,10.36,5.72,65.74
1981-06-15,2.55,14.80,17.53,20.26,11.67,4.07,87.20
1981-06-16,0.00,12.11,16.93,21.75,22.39,2.55,65.21
1981-06-17,0.02,6.35,10.75,15.15,19.66,1.27,63.44
1981-06-18,0.18,6.09,10.94,15.79,9.33,1.51,67.22
1981-06-19,0.02,6.73,9.155000000000001,11.58,8.52,5.39,85.24
1981-06-20,0.00,4.85,9.295,13.74,11.25,2.55,67.38
1981-06-21,0.10,4.88,10.395,15.91,13.74,2.15,77.63
1981-06-22,0.00,6.62,12.4,18.18,16.87,5.22,79.06
1981-06-23,0.04,9.49,14.34,19.19,11.77,4.33,72.10
1981-06-24,7.92,8.04,11.93,15.82,8.37,1.51,95.86
1981-06-25,0.00,9.22,13.565000000000001,17.91,11.89,0.75,75.83
1981-06-26,15.11,6.66,13.785,20.91,17.92,2.12,86.15
1981-06-27,0.03,12.21,17.475,22.74,23.58,1.23,71.00
1981-06-28,0.00,9.89,16.72,23.55,23.89,5.29,88.64
1981-06-29,0.34,14.64,20.285,25.93,21.76,4.29,60.83
1981-06-30,0.00,8.27,12.1,15.93,17.64,5.45,58.71
1981-07-01,0.00,7.88,13.735,19.59,22.04,2.33,62.28
1981-07-02,0.00,6.91,15.63,24.35,26.96,3.08,66.35
1981-07-03,12.68,13.03,18.585,24.14,17.29,2.34,67.61
1981-07-04,0.11,10.99,14.415,17.84,17.12,5.25,61.42
1981-07-05,0.00,7.10,13.524999999999999,19.95,22.04,0.75,65.07
1981-07-06,0.00,9.24,15.774999999999999,22.31,20.37,0.38,60.17
1981-07-07,0.00,8.95,16.689999999999998,24.43,23.51,0.74,62.01
1981-07-08,0.00,13.05,18.96,24.87,12.31,1.55,66.50
1981-07-09,0.00,10.85,17.755,24.66,21.92,0.99,69.76
1981-07-10,0.00,10.74,18.285,25.83,22.44,1.65,69.37
1981-07-11,0.00,11.88,19.240000000000002,26.60,24.89,1.42,59.98
1981-07-12,2.06,12.51,20.335,28.16,21.25,1.12,62.73
1981-07-13,1.01,14.20,17.865000000000002,21.53,10.35,0.92,74.16
1981-07-14,7.26,12.36,15.07,17.78,8.47,1.75,89.18
1981-07-15,1.71,9.10,13.0,16.90,8.21,2.61,92.68
1981-07-16,1.73,9.54,15.02,20.50,20.93,1.96,62.57
1981-07-17,13.46,9.38,16.73,24.08,17.40,1.30,78.63
1981-07-18,2.98,12.64,17.115000000000002,21.59,8.14,2.00,84.92
1981-07-19,18.35,9.38,11.97,14.56,7.95,5.26,94.89
1981-07-20,1.18,7.83,9.375,10.92,7.92,6.45,82.29
1981-07-21,1.58,8.18,12.015,15.85,8.05,4.71,82.52
1981-07-22,4.15,11.60,15.669999999999998,19.74,15.21,3.49,82.45
1981-07-23,0.00,9.29,17.445,25.60,24.93,4.71,76.65
1981-07-24,22.70,13.22,18.235,23.25,20.42,3.95,73.40
1981-07-25,2.55,9.34,14.63,19.92,9.18,2.52,67.16
1981-07-26,0.27,7.27,11.845,16.42,8.39,2.53,71.94
1981-07-27,2.82,7.58,10.059999999999999,12.54,7.71,2.36,88.31
1981-07-28,0.72,9.15,11.565000000000001,13.98,7.82,5.39,81.34
1981-07-29,0.00,9.23,14.4,19.57,15.99,4.63,68.17
1981-07-30,0.00,10.00,15.635,21.27,9.07,1.66,79.82
1981-07-31,0.00,7.66,15.095,22.53,22.01,1.34,62.27
1981-08-01,2.72,9.23,17.895,26.56,18.53,2.27,79.37
1981-08-02,5.75,13.43,20.845,28.26,21.72,2.10,70.93
1981-08-03,0.00,14.13,19.125,24.12,18.24,1.37,79.80
1981-08-04,0.00,13.19,19.22,25.25,20.66,1.46,71.26
1981-08-05,0.00,9.85,18.15,26.45,25.38,3.32,59.90
1981-08-06,0.00,10.82,18.79,26.76,24.03,1.85,69.06
1981-08-07,0.00,12.93,20.11,27.29,22.03,3.38,66.58
1981-08-08,1.12,13.17,20.745,28.32,18.28,1.21,69.32
1981-08-09,2.98,13.29,20.9,28.51,17.66,0.68,69.47
1981-08-10,1.57,13.66,17.795,21.93,9.40,1.27,86.25
1981-08-11,0.00,11.31,16.16,21.01,13.64,2.13,78.27
1981-08-12,0.00,13.03,18.125,23.22,17.54,2.73,65.27
1981-08-13,0.00,9.86,16.545,23.23,19.74,1.93,73.72
1981-08-14,0.00,10.19,17.175,24.16,17.54,1.18,72.36
1981-08-15,0.00,12.16,18.755000000000003,25.35,11.34,0.67,71.51
1981-08-16,0.00,12.15,19.84,27.53,20.51,2.83,68.57
1981-08-17,0.00,9.01,13.16,17.31,17.22,3.79,62.68
1981-08-18,0.00,4.87,11.540000000000001,18.21,17.34,1.64,70.47
1981-08-19,0.00,5.00,13.385,21.77,17.88,1.35,66.32
1981-08-20,6.92,11.67,15.670000000000002,19.67,6.78,2.89,63.38
1981-08-21,0.01,8.80,12.69,16.58,10.00,1.45,75.53
1981-08-22,3.20,7.42,12.335,17.25,16.84,2.71,70.35
1981-08-23,4.21,9.02,11.175,13.33,10.77,4.93,85.73
1981-08-24,0.32,8.90,11.395,13.89,7.29,3.64,85.97
1981-08-25,0.25,6.36,11.209999999999999,16.06,12.56,3.44,77.28
1981-08-26,2.10,9.72,12.68,15.64,6.34,2.98,83.75
1981-08-27,1.53,9.20,11.434999999999999,13.67,6.93,5.26,85.74
1981-08-28,0.00,6.31,10.49,14.67,19.51,3.45,64.55
1981-08-29,0.00,4.21,10.280000000000001,16.35,19.05,2.74,68.65
1981-08-30,0.00,4.01,10.745000000000001,17.48,20.23,1.02,65.01
1981-08-31,5.92,3.73,10.96,18.19,12.47,0.35,77.05
1981-09-01,1.13,9.16,11.67,14.18,6.13,0.87,88.79
1981-09-02,0.00,5.15,11.3,17.45,14.14,0.65,67.87
1981-09-03,0.33,5.43,10.87,16.31,9.59,1.71,72.91
1981-09-04,0.00,5.05,11.540000000000001,18.03,18.40,2.37,70.47
1981-09-05,0.00,4.30,11.255,18.21,18.55,1.56,68.07
1981-09-06,0.00,5.52,12.98,20.44,18.33,0.67,62.09
1981-09-07,0.00,4.89,13.385,21.88,18.31,0.78,59.82
1981-09-08,0.00,6.06,14.315,22.57,18.63,2.20,65.49
1981-09-09,2.01,8.11,12.12,16.13,5.55,1.29,100.00
1981-09-10,1.26,11.01,15.114999999999998,19.22,6.49,0.11,81.37
1981-09-11,0.46,11.23,13.9,16.57,5.54,0.06,91.17
1981-09-12,0.00,10.07,14.965,19.86,12.32,1.02,72.77
1981-09-13,29.16,6.25,13.065,19.88,9.83,0.70,85.65
1981-09-14,0.48,6.46,10.25,14.04,7.76,1.45,78.39
1981-09-15,0.05,5.15,8.15,11.15,7.57,3.43,84.80
1981-09-16,3.63,4.77,9.315,13.86,7.39,1.30,83.47
1981-09-17,0.00,4.40,9.504999999999999,14.61,13.14,0.31,69.80
1981-09-18,0.00,1.98,8.28,14.58,11.17,1.51,83.14
1981-09-19,0.53,8.54,11.219999999999999,13.90,4.93,1.21,99.72
1981-09-20,0.50,8.08,13.010000000000002,17.94,5.83,2.34,100.00
1981-09-21,0.19,12.08,15.41,18.74,6.62,1.25,90.11
1981-09-22,0.02,10.59,15.35,20.11,6.40,1.08,93.32
1981-09-23,0.30,10.21,14.9,19.59,6.44,2.89,84.27
1981-09-24,8.33,6.36,12.094999999999999,17.83,13.81,2.19,72.18
1981-09-25,5.21,10.15,12.0,13.85,4.57,3.02,93.99
1981-09-26,0.00,8.30,12.85,17.40,7.64,4.82,95.61
1981-09-27,0.00,11.73,16.53,21.33,12.35,5.66,73.26
1981-09-28,8.97,10.76,16.11,21.46,12.12,4.24,81.80
1981-09-29,3.51,11.12,14.399999999999999,17.68,4.83,2.05,84.00
1981-09-30,0.44,9.01,11.08,13.15,4.27,5.40,96.87
1981-10-01,0.00,10.81,13.765,16.72,4.72,2.79,86.90
1981-10-02,0.00,10.97,12.36,13.75,4.50,4.73,87.62
1981-10-03,0.21,10.24,12.985,15.73,7.31,2.84,83.43
1981-10-04,0.21,9.80,11.815000000000001,13.83,7.25,2.53,72.08
1981-10-05,0.00,7.25,10.9,14.55,5.73,1.04,80.42
1981-10-06,0.00,7.22,12.82,18.42,10.24,2.62,93.78
1981-10-07,1.62,9.36,12.84,16.32,7.51,2.86,80.18
1981-10-08,0.00,4.38,9.885,15.39,12.29,1.54,70.50
1981-10-09,0.43,3.22,9.91,16.60,12.44,1.65,77.74
1981-10-10,22.52,7.34,10.305,13.27,5.95,3.59,78.10
1981-10-11,10.20,4.21,9.06,13.91,7.82,8.38,75.39
1981-10-12,0.59,1.20,5.145,9.09,8.52,2.93,74.85
1981-10-13,2.08,2.68,4.455,6.23,7.53,6.63,80.93
1981-10-14,0.00,1.59,4.57,7.55,7.77,3.64,73.20
1981-10-15,10.53,-0.22,2.68,5.58,3.42,1.53,100.00
1981-10-16,0.00,-0.10,4.69,9.48,5.52,3.35,77.27
1981-10-17,0.40,-0.76,2.705,6.17,3.34,0.67,100.00
1981-10-18,3.28,4.36,6.77,9.18,3.82,2.38,99.29
1981-10-19,0.04,6.79,9.12,11.45,5.05,3.45,88.90
1981-10-20,0.19,6.41,10.635,14.86,7.99,4.27,83.41
1981-10-21,0.60,6.92,10.21,13.50,6.05,2.25,93.84
1981-10-22,24.89,1.53,6.659999999999999,11.79,3.06,3.02,74.52
1981-10-23,0.00,-0.38,2.2800000000000002,4.94,4.13,2.15,86.10
1981-10-24,0.00,-3.35,-0.13000000000000012,3.09,5.76,2.06,90.90
1981-10-25,0.00,-1.62,2.09,5.80,6.23,2.08,81.64
1981-10-26,0.00,0.33,3.765,7.20,2.88,6.90,84.97
1981-10-27,6.62,3.92,6.74,9.56,2.82,4.15,80.21
1981-10-28,1.47,0.54,3.125,5.71,2.79,5.37,87.60
1981-10-29,0.00,0.79,5.855,10.92,7.99,3.51,77.71
1981-10-30,6.90,4.15,6.07,7.99,2.70,2.98,91.45
1981-10-31,0.45,5.26,8.809999999999999,12.36,2.65,6.85,90.78
1981-11-01,2.60,5.11,8.61,12.11,5.52,4.88,69.68
1981-11-02,0.65,7.83,10.55,13.27,4.43,8.17,86.24
1981-11-03,0.00,1.26,6.665,12.07,9.07,2.77,66.33
1981-11-04,0.69,0.15,5.07,9.99,6.00,1.66,85.50
1981-11-05,0.81,1.65,4.95,8.25,7.08,3.42,78.17
1981-11-06,3.50,-0.41,1.9,4.21,5.12,5.76,79.91
1981-11-07,0.24,-2.35,-1.07,0.21,5.36,3.83,84.97
1981-11-08,0.84,-3.99,-1.975,0.04,2.41,4.56,87.04
1981-11-09,0.04,-4.00,-2.145,-0.29,4.66,2.55,84.31
1981-11-10,0.00,-4.82,-2.865,-0.91,5.31,3.88,80.86
1981-11-11,0.73,-6.24,-3.6550000000000002,-1.07,4.64,3.89,90.06
1981-11-12,0.44,-2.28,-0.4999999999999999,1.28,2.19,3.23,96.79
1981-11-13,3.26,0.61,1.96,3.31,2.23,3.27,93.77
1981-11-14,2.57,-0.76,0.545,1.85,3.52,4.81,89.69
1981-11-15,0.24,-2.64,-1.37,-0.10,4.51,5.20,92.30
1981-11-16,0.00,-1.83,-0.9650000000000001,-0.10,2.06,5.15,89.59
1981-11-17,0.00,-4.44,-1.9650000000000003,0.51,4.94,0.52,81.31
1981-11-18,1.06,-5.20,-2.185,0.83,2.00,1.30,99.94
1981-11-19,3.42,-1.01,1.81,4.63,1.98,1.79,97.66
1981-11-20,0.51,1.63,4.0,6.37,2.04,1.78,98.32
1981-11-21,5.10,3.01,6.2749999999999995,9.54,1.92,3.81,98.55
1981-11-22,0.27,7.37,9.18,10.99,1.90,5.25,91.11
1981-11-23,0.00,4.85,7.5249999999999995,10.20,2.09,2.14,88.50
1981-11-24,0.22,2.01,5.345,8.68,4.41,5.75,67.10
1981-11-25,0.11,-1.21,0.9550000000000001,3.12,3.30,8.47,68.74
1981-11-26,3.56,-2.30,-0.7549999999999999,0.79,3.24,4.33,88.23
1981-11-27,8.15,-1.98,-0.020000000000000018,1.94,1.78,4.35,100.00
1981-11-28,0.31,0.25,1.525,2.80,1.76,0.64,92.35
1981-11-29,1.52,-0.73,0.125,0.98,1.74,5.46,89.23
1981-11-30,8.15,-2.55,-0.8949999999999999,0.76,3.06,5.96,97.87
1981-12-01,5.30,-1.95,-0.78,0.39,1.71,2.96,91.85
1981-12-02,0.47,-2.46,-1.175,0.11,1.69,6.03,90.98
1981-12-03,1.80,-2.75,-1.145,0.46,1.99,2.41,83.66
1981-12-04,7.09,-4.97,-2.105,0.76,1.66,6.45,100.00
1981-12-05,1.42,-3.79,-1.3599999999999999,1.07,4.23,6.30,77.76
1981-12-06,0.70,-3.38,-1.615,0.15,2.16,3.60,82.92
1981-12-07,0.23,-4.18,-1.68,0.82,2.56,3.45,88.87
1981-12-08,1.75,-2.33,0.73,3.79,1.89,6.31,99.37
1981-12-09,1.04,-3.10,-0.20500000000000007,2.69,3.16,5.87,66.47
1981-12-10,3.11,-6.11,-3.6350000000000002,-1.16,1.74,3.08,83.50
1981-12-11,5.33,-7.79,-4.415,-1.04,1.58,6.55,100.00
1981-12-12,0.92,-5.19,-2.2150000000000003,0.76,1.57,6.15,86.68
1981-12-13,0.03,-13.37,-9.045,-4.72,3.10,3.01,77.78
1981-12-14,3.68,-17.56,-11.12,-4.68,1.78,6.82,100.00
1981-12-15,5.73,-5.85,-2.25,1.35,1.56,2.30,100.00
1981-12-16,0.53,-6.96,-4.1899999999999995,-1.42,1.55,5.29,80.36
1981-12-17,0.00,-16.63,-11.555,-6.48,3.94,0.34,83.03
1981-12-18,2.60,-17.28,-11.89,-6.50,1.55,8.43,100.00
1981-12-19,4.67,-9.44,-6.8,-4.16,1.54,5.97,87.12
1981-12-20,0.01,-14.38,-11.24,-8.10,4.09,3.32,77.11
1981-12-21,0.00,-19.75,-15.24,-10.73,1.96,3.01,96.04
1981-12-22,0.49,-11.41,-8.465,-5.52,1.83,5.02,89.81
1981-12-23,2.99,-6.34,-3.76,-1.18,1.55,1.51,100.00
1981-12-24,6.12,-4.74,-3.37,-2.00,1.55,2.98,90.26
1981-12-25,2.65,-4.32,-2.995,-1.67,1.55,2.37,97.97
1981-12-26,0.10,-3.83,-2.565,-1.30,1.56,3.03,86.98
1981-12-27,0.02,-7.04,-4.6,-2.16,1.68,4.01,92.09
1981-12-28,0.17,-6.62,-5.140000000000001,-3.66,1.57,5.49,93.53
1981-12-29,0.21,-4.21,-1.35,1.51,1.58,5.44,100.00
1981-12-30,0.00,-1.85,0.47,2.79,3.02,2.33,91.77
1981-12-31,0.39,-0.49,1.7200000000000002,3.93,1.65,2.68,98.30
1982-01-01,0.00,-1.04,1.04,3.12,1.80,0.29,95.64
1982-01-02,0.15,0.43,1.83,3.23,1.61,3.10,91.79
1982-01-03,0.46,-0.62,1.8599999999999999,4.34,1.63,2.91,93.02
1982-01-04,0.81,-0.13,2.725,5.58,1.65,2.10,91.47
1982-01-05,6.64,2.35,4.38,6.41,3.61,5.95,83.76
1982-01-06,0.87,-9.59,-2.265,5.06,2.21,11.41,85.07
1982-01-07,0.29,-12.57,-10.445,-8.32,1.75,13.00,86.85
1982-01-08,0.17,-15.15,-11.940000000000001,-8.73,4.94,1.59,73.40
1982-01-09,3.05,-13.82,-12.575,-11.33,1.71,6.66,90.12
1982-01-10,0.00,-19.79,-13.059999999999999,-6.33,4.99,0.37,75.88
1982-01-11,7.19,-19.92,-14.990000000000002,-10.06,1.75,2.85,100.00
1982-01-12,0.00,-13.33,-9.425,-5.52,4.92,1.67,90.15
