iso-date,precip,tmin,tavg,tmax,globrad,wind,relhumid
2011-02-20,1.6,4,6.45,8.9,3.809,0,81
2011-02-21,0.4,3.7,6.85,10,11.058,0,70
2011-02-22,0,2.1,4.25,6.4,6.282,0,64.5
2011-02-23,0,-0.8,2.85,6.5,13.204,0,63.5
2011-02-24,0,-2.1,2.9000000000000004,7.9,13.675,0,65.5
2011-02-25,0,-2.1,3.6500000000000004,9.4,13.091,0,62.5
2011-02-26,0,-1.9,4.6499999999999995,11.2,13.895,0,58
2011-02-27,2.4,2.6,4.15,5.7,3.395,0,76.5
2011-02-28,1.6,4.1,6.3999999999999995,8.7,4.883,0,76.5
2011-03-01,0,4.4,6.65,8.9,12.357,0,61
2011-03-02,0,3.5,4.75,6,6.489,0,51
2011-03-03,8.4,0.8,3.0,5.2,1.387,0,76.5
2011-03-04,0,1.7,6.199999999999999,10.7,15.25,0,65
2011-03-05,0,0.8,5.9,11,11.937,0,71
2011-03-06,0,0.5,7.6,14.7,15.853,0,70.5
2011-03-07,0,-0.4,3.8,8,13.512,0,49.5
2011-03-08,0,-2.4,3.05,8.5,16.744,0,58.5
2011-03-09,0,-2.4,3.95,10.3,16.16,0,63
2011-03-10,0,-1.6,5.8,13.2,14.114,0,68
2011-03-11,0,1.1,6.8999999999999995,12.7,12.489,0,77.5
2011-03-12,0,6.6,9.55,12.5,13.895,0,77
2011-03-13,18.4,8.4,10.2,12,3.91,0,89
2011-03-14,2,8.5,11.25,14,8.429,0,86
2011-03-15,3.2,10.3,11.45,12.6,2.893,0,97
2011-03-16,54.8,10.9,11.3,11.7,1.261,0,96.5
2011-03-17,8,9.9,13.2,16.5,14.635,0,80
2011-03-18,0.2,8.9,12.649999999999999,16.4,10.97,0,79
2011-03-19,0.6,6.7,10.9,15.1,12.006,0,81.5
2011-03-20,0,4.7,9.05,13.4,19.926,0,56
2011-03-21,0,3.8,8.05,12.3,19.028,0,55
2011-03-22,0,4.3,9.7,15.1,19.022,0,56.5
2011-03-23,0,3.2,10.95,18.7,19.421,0,60.5
2011-03-24,0,3.9,11.85,19.8,18.417,0,62.5
2011-03-25,0,4.9,13.5,22.1,18.44,0,64.5
2011-03-26,0,5.8,12.05,18.3,16.14,0,70
2011-03-27,0,10.2,13.65,17.1,12.056,0,73
2011-03-28,2.6,9.8,11.15,12.5,3.157,0,92
2011-03-29,0.2,7.1,12.75,18.4,20.718,0,65.5
2011-03-30,0,4.8,12.25,19.7,20.435,0,63
2011-03-31,0,5.9,13.649999999999999,21.4,19.191,0,65.5
2011-04-01,0,9.7,16.35,23,18.669,0,63.5
2011-04-02,0,8.9,15.8,22.7,19.7,0,66
2011-04-03,0,8.6,16.45,24.3,19.374,0,68.5
2011-04-04,0.2,9.7,15.25,20.8,15.577,0,77.5
2011-04-05,0,9.7,14.7,19.7,21.752,0,59.5
2011-04-06,0,8.6,15.600000000000001,22.6,20.353,0,57.5
2011-04-07,0,9.4,18.1,26.8,20.064,0,61
2011-04-08,0,9.6,18.55,27.5,18.068,0,59.5
2011-04-09,0,9.7,20.85,32,20.666,0,54.5
2011-04-10,0,11.4,17.05,22.7,22.311,0,59
2011-04-11,0,8.5,16.3,24.1,22.392,0,58
2011-04-12,2.8,10.6,16.9,23.2,18.953,0,66
2011-04-13,0,6.6,12.5,18.4,22.217,0,63
2011-04-14,0,7.5,11.95,16.4,13.317,0,66.5
2011-04-15,0,7.2,11.95,16.7,21.953,0,59.5
2011-04-16,0,7.8,13.0,18.2,23.014,0,52.5
2011-04-17,0,9.2,13.75,18.3,24.074,0,46.5
2011-04-18,0,6.8,13.55,20.3,23.66,0,54.5
2011-04-19,0,7.8,14.55,21.3,23.541,0,54.5
2011-04-20,0,7.3,15.3,23.3,23.378,0,57.5
2011-04-21,0,7.1,14.350000000000001,21.6,23.936,0,64
2011-04-22,0,9.1,14.899999999999999,20.7,23.434,0,70.5
2011-04-23,0,12.6,17.5,22.4,14.246,0,65
2011-04-24,0,9.9,16.25,22.6,17.566,0,65.5
2011-04-25,0,9.3,15.55,21.8,22.261,0,69.5
2011-04-26,0,11.7,16.45,21.2,22.486,0,66.5
2011-04-27,0,13.9,17.6,21.3,24.965,0,58.5
2011-04-28,1.4,12.5,16.55,20.6,16.468,0,64.5
2011-04-29,0,10.3,15.3,20.3,21.068,0,65.5
2011-04-30,0,9.7,15.0,20.3,19.298,0,67
2011-05-01,0,9.2,16.45,23.7,23.39,0,64
2011-05-02,0,12.8,17.200000000000003,21.6,24.57,0,64.5
2011-05-03,0,11.9,18.1,24.3,20.692,0,65.5
2011-05-04,8.8,12.3,15.25,18.2,24.47,0,58.5
2011-05-05,0,8.6,13.399999999999999,18.2,23.93,0,59
2011-05-06,0,7.1,14.399999999999999,21.7,26.265,0,61.5
2011-05-07,0,7.1,15.8,24.5,25.442,0,63.5
2011-05-08,0,10.1,18.55,27,23.949,0,63
2011-05-09,0,9.5,15.55,21.6,27.369,0,52.5
2011-05-10,0,10.4,17.95,25.5,26.478,0,49.5
2011-05-11,0,11.4,19.9,28.4,24.394,0,53.5
2011-05-12,0,16.8,22.200000000000003,27.6,22.562,0,57
2011-05-13,0,15.6,20.75,25.9,23.578,0,56
2011-05-14,0,16.8,22.1,27.4,23.516,0,55.5
2011-05-15,15,10.7,14.95,19.2,6.37,0,79
2011-05-16,0,9.5,15.75,22,28.348,0,63
2011-05-17,0,9.2,16.4,23.6,27.47,0,63
2011-05-18,0,13.2,18.95,24.7,27.438,0,57.5
2011-05-19,0,12.3,19.65,27,26.836,0,64
2011-05-20,0,13.2,20.25,27.3,21.802,0,67
2011-05-21,0,14.2,21.45,28.7,26.56,0,62.5
2011-05-22,0,16.7,22.7,28.7,26.748,0,55.5
2011-05-23,0,16.5,22.75,29,27.357,0,57
2011-05-24,0,19.7,25.299999999999997,30.9,27.344,0,50
2011-05-25,1.2,18.9,24.4,29.9,26.089,0,56.5
2011-05-26,0,17,23.5,30,25.781,0,63.5
2011-05-27,0,15.8,21.55,27.3,18.828,0,63.5
2011-05-28,0,13.8,18.450000000000003,23.1,25.348,0,58.5
2011-05-29,0,13.3,19.4,25.5,27.796,0,54.5
2011-05-30,0,13.1,19.8,26.5,28.241,0,54.5
2011-05-31,0,12.7,19.7,26.7,27.244,0,64
2011-06-01,2.6,18.7,21.799999999999997,24.9,16.393,0,72
2011-06-02,0,15.5,20.65,25.8,16.549,0,68
2011-06-03,0,19.3,22.65,26,18.734,0,60
2011-06-04,0,17.9,23.15,28.4,30.557,0,58
2011-06-05,0,17.9,22.25,26.6,26.955,0,67
2011-06-06,16.2,16.5,19.5,22.5,14.259,0,77
2011-06-07,33.6,15.9,17.95,20,5.51,0,85
2011-06-08,2.2,16.6,20.450000000000003,24.3,20.899,0,74.5
2011-06-09,0.6,16,19.2,22.4,15.489,0,77.5
2011-06-10,0,16.2,19.95,23.7,20.943,0,74.5
2011-06-11,1,16.5,20.3,24.1,20.447,0,72
2011-06-12,0,15.2,20.95,26.7,24.288,0,69
2011-06-13,0,17.2,20.75,24.3,11.61,0,72.5
2011-06-14,0,15,21.1,27.2,30.018,0,67
2011-06-15,0,15.5,21.85,28.2,30.206,0,65.5
2011-06-16,0,16,22.7,29.4,29.164,0,65.5
2011-06-17,0,19.7,24.2,28.7,19.323,0,68.5
2011-06-18,0,17.3,23.200000000000003,29.1,23.346,0,69.5
2011-06-19,0.8,15.5,19.25,23,26.139,0,69
2011-06-20,0,14.2,20.45,26.7,31.153,0,61.5
2011-06-21,0,14.8,21.450000000000003,28.1,29.829,0,69
2011-06-22,0,16.5,22.7,28.9,29.064,0,67
2011-06-23,0,19.7,25.45,31.2,27.808,0,66.5
2011-06-24,0,17.5,21.2,24.9,23.045,0,70.5
2011-06-25,0,16.5,21.25,26,31.204,0,50
2011-06-26,0,13.7,20.75,27.8,30.658,0,59
2011-06-27,0,15.3,22.450000000000003,29.6,30.061,0,66.5
2011-06-28,0,17.5,24.25,31,29.227,0,68.5
2011-06-29,0,21.5,26.25,31,29.829,0,61.5
2011-06-30,2,19.5,24.3,29.1,23.34,0,68.5
2011-07-01,2.6,17.9,21.75,25.6,19.317,0,63
2011-07-02,0,13.3,18.700000000000003,24.1,28.957,0,52.5
2011-07-03,0,11.2,19.7,28.2,30.714,0,59
2011-07-04,0,14.9,22.2,29.5,26.334,0,67
2011-07-05,18,19,22.6,26.2,21.639,0,77.5
2011-07-06,0,17.6,22.8,28,28.574,0,74.5
2011-07-07,0,20.7,25.0,29.3,28.43,0,72.5
2011-07-08,0,20.7,25.9,31.1,28.449,0,67.5
2011-07-09,0,20.5,26.35,32.2,29.12,0,63
2011-07-10,0,20,26.1,32.2,28.869,0,66
2011-07-11,0,20.3,26.85,33.4,27.545,0,65.5
2011-07-12,0,21.9,27.3,32.7,27.984,0,66
2011-07-13,0,21.5,26.55,31.6,22.455,0,66.5
2011-07-14,0,20.6,26.900000000000002,33.2,27.877,0,61
2011-07-15,0,21.4,26.299999999999997,31.2,27.582,0,56
2011-07-16,0,18.4,23.6,28.8,24.457,0,67.5
2011-07-17,0.2,17.3,23.5,29.7,21.777,0,68
2011-07-18,0,15.7,23.35,31,26.051,0,57
2011-07-19,9.2,13.1,20.45,27.8,22.342,0,63.5
2011-07-20,2.2,15.9,22.0,28.1,24.783,0,65.5
2011-07-21,0,14.2,21.65,29.1,29.252,0,62
2011-07-22,0,16,22.7,29.4,28.888,0,62
2011-07-23,0.2,17.4,21.75,26.1,19.192,0,66.5
2011-07-24,36.2,12.9,16.15,19.4,10.431,0,74.5
2011-07-25,0.2,12,18.8,25.6,22.242,0,64
2011-07-26,0.2,14.5,19.6,24.7,25.292,0,70
2011-07-27,0,15.5,20.05,24.6,17.56,0,74.5
2011-07-28,0,16.2,21.75,27.3,23.535,0,67.5
2011-07-29,0.2,17.3,23.200000000000003,29.1,25.191,0,67.5
2011-07-30,17.6,16.1,22.6,29.1,24.463,0,67.5
2011-07-31,1.4,17.4,22.25,27.1,25.336,0,74
2011-08-01,0,15.9,22.5,29.1,25.788,0,69.5
2011-08-02,0,18.4,23.85,29.3,24.84,0,70
2011-08-03,0,18.1,23.450000000000003,28.8,20.265,0,76.5
2011-08-04,0,19.9,25.35,30.8,25.593,0,69
2011-08-05,0,18.7,24.15,29.6,26.629,0,68.5
2011-08-06,6.8,19.9,24.5,29.1,22.053,0,73
2011-08-07,3.2,20.6,25.35,30.1,15.407,0,72.5
2011-08-08,0,19.9,25.65,31.4,21.689,0,65.5
2011-08-09,0,17,21.2,25.4,21.476,0,61.5
2011-08-10,0,13.1,19.45,25.8,27.846,0,59
2011-08-11,0,12.2,19.15,26.1,25.568,0,65.5
2011-08-12,0,12.9,21.15,29.4,25.248,0,66
2011-08-13,0,17.2,23.75,30.3,25.361,0,64
2011-08-14,0,16.8,23.9,31,25.242,0,64
2011-08-15,0,18.7,23.75,28.8,18.79,0,72
2011-08-16,0,18.2,24.15,30.1,25.687,0,64.5
2011-08-17,0,19.6,25.450000000000003,31.3,25.38,0,59
2011-08-18,0,17.7,25.75,33.8,24.52,0,62
2011-08-19,0,18.9,27.849999999999998,36.8,23.812,0,58.5
2011-08-20,0,20.5,27.6,34.7,24.093,0,64
2011-08-21,0,20.1,27.6,35.1,23.804,0,66
2011-08-22,0,20.4,28.95,37.5,23.403,0,60.5
2011-08-23,0,20.4,28.5,36.6,22.85,0,62.5
2011-08-24,0,22.1,28.5,34.9,21.338,0,69
2011-08-25,0,23.1,28.650000000000002,34.2,20.447,0,67.5
2011-08-26,0,21.4,27.55,33.7,21.79,0,67
2011-08-27,0,15.6,24.55,33.5,19.079,0,52.5
2011-08-28,0,17.4,22.75,28.1,23.447,0,60.5
2011-08-29,0,16,23.2,30.4,22.738,0,53.5
2011-08-30,0,17.9,23.549999999999997,29.2,20.397,0,64.5
2011-08-31,0,18.7,24.049999999999997,29.4,17.905,0,67
2011-09-01,0,19.4,25.4,31.4,18.238,0,60.5
2011-09-02,0,19.9,25.1,30.3,16.625,0,68
2011-09-03,0,19.3,25.4,31.5,18.144,0,70
2011-09-04,34.6,19.6,24.6,29.6,8.987,0,71.5
2011-09-05,2.4,18.5,22.2,25.9,12.859,0,75
2011-09-06,4,18.2,22.85,27.5,16.831,0,68.5
2011-09-07,0,15.6,21.6,27.6,17.165,0,73
2011-09-08,0,19.4,23.5,27.6,12.564,0,77
2011-09-09,0,18,22.75,27.5,16.016,0,82
2011-09-10,0,17.9,24.049999999999997,30.2,19.098,0,73.5
2011-09-11,0,19.3,24.450000000000003,29.6,17.61,0,74
2011-09-12,6.2,20.2,25.15,30.1,9.684,0,80
2011-09-13,0,19.5,25.65,31.8,19.355,0,68.5
2011-09-14,0,18.6,24.9,31.2,17.353,0,72.5
2011-09-15,0,20.5,25.0,29.5,18.821,0,72.5
2011-09-16,0,18.6,24.450000000000003,30.3,17.805,0,67.5
2011-09-17,0,18.2,24.35,30.5,17.328,0,71
2011-09-18,6.4,17.8,22.9,28,11.554,0,70.5
2011-09-19,5.4,14.1,17.55,21,11.102,0,73.5
2011-09-20,0.6,13.5,19.75,26,17.598,0,58.5
2011-09-21,0,12.3,20.3,28.3,18.759,0,63.5
2011-09-22,0,15.1,21.8,28.5,14.66,0,69.5
2011-09-23,0,15.4,20.65,25.9,16.405,0,68
2011-09-24,0,13.6,20.3,27,17.522,0,69
2011-09-25,0,13.8,20.75,27.7,17.874,0,67.5
2011-09-26,0,13.8,20.700000000000003,27.6,18.081,0,64
2011-09-27,0,14.5,20.8,27.1,17.641,0,59
2011-09-28,0,17,21.95,26.9,17.246,0,55
2011-09-29,0,16,21.15,26.3,16.575,0,53
2011-09-30,0,13.1,20.05,27,17.748,0,61
2011-10-01,0,13.3,20.700000000000003,28.1,17.284,0,60
2011-10-02,0,12.3,20.200000000000003,28.1,16.976,0,65
2011-10-03,0,13.1,21.15,29.2,16.75,0,61.5
2011-10-04,0,12.5,20.75,29,15.84,0,64.5
2011-10-05,0,12.8,20.8,28.8,14.604,0,69
2011-10-06,0,12.7,19.9,27.1,14.083,0,69.5
2011-10-07,15.2,7.9,14.149999999999999,20.4,5.805,0,79.5
2011-10-08,0.2,5.5,11.7,17.9,12.564,0,69.5
2011-10-09,0,6.8,13.25,19.7,16.562,0,54
2011-10-10,0,7.6,13.649999999999999,19.7,14.617,0,60
2011-10-11,0,7.5,14.6,21.7,12.188,0,75.5
2011-10-12,0,8.1,15.8,23.5,13.161,0,72.5
2011-10-13,0,10.8,16.450000000000003,22.1,14.183,0,74.5
2011-10-14,0,10.1,13.5,16.9,14.667,0,51
2011-10-15,0,6.1,11.100000000000001,16.1,15.727,0,49
2011-10-16,0,4.1,9.399999999999999,14.7,14.579,0,61.5
2011-10-17,0,2.7,9.65,16.6,14.566,0,61
2011-10-18,0,2.3,10.05,17.8,13.637,0,68
2011-10-19,1,9.8,12.5,15.2,4.519,0,82
2011-10-20,35.4,7.8,10.15,12.5,4.431,0,83
2011-10-21,0,6.2,10.3,14.4,14.303,0,58
2011-10-22,0,4.9,9.4,13.9,13.769,0,58
2011-10-23,0,4.8,9.3,13.8,13.393,0,63.5
2011-10-24,1.6,6.4,9.65,12.9,6.006,0,74
2011-10-25,22.4,9.5,12.15,14.8,1.236,0,92.5
2011-10-26,12.8,10.4,13.350000000000001,16.3,3.709,0,92.5
2011-10-27,0.2,9.1,13.100000000000001,17.1,8.221,0,87
2011-10-28,0.4,8.1,12.7,17.3,8.253,0,84.5
2011-10-29,0.2,6.7,12.2,17.7,9.313,0,82.5
2011-10-30,0.2,8.4,12.55,16.7,6.326,0,79.5
2011-10-31,0,5.4,11.25,17.1,10.217,0,80.5
2011-11-01,0,5.6,11.0,16.4,9.376,0,81.5
2011-11-02,0,8.7,12.4,16.1,5.975,0,79.5
2011-11-03,0,10.6,12.85,15.1,4.224,0,79
2011-11-04,3.6,11,12.55,14.1,1.268,0,88
2011-11-05,3.6,14.1,15.850000000000001,17.6,2.385,0,93
2011-11-06,31.6,13.5,15.0,16.5,0.778,0,88
2011-11-07,16.2,12.4,13.850000000000001,15.3,3.853,0,89
2011-11-08,25,12.1,14.149999999999999,16.2,3.904,0,91.5
2011-11-09,0,8.5,14.15,19.8,9.841,0,78
2011-11-10,0.2,6.3,11.8,17.3,9.696,0,83
2011-11-11,0.2,7,9.95,12.9,3.452,0,74.5
2011-11-12,0,3.5,7.8,12.1,10.004,0,68.5
2011-11-13,0,2,8.75,15.5,9.903,0,68.5
2011-11-14,0,1.8,8.55,15.3,10.035,0,66.5
2011-11-15,0,-0.7,5.6000000000000005,11.9,9.872,0,81.5
2011-11-16,0,-0.3,6.6,13.5,9.564,0,72
2011-11-17,0,-1.2,4.800000000000001,10.8,9.219,0,81.5
2011-11-18,0,-1.1,3.1500000000000004,7.4,6.496,0,91.5
2011-11-19,0,-2,2.3,6.6,6.565,0,91.5
2011-11-20,0,-0.4,1.6500000000000001,3.7,3.659,0,99
2011-11-21,0,2.4,4.9,7.4,2.09,0,93.5
2011-11-22,0,5.3,9.4,13.5,4.788,0,72
2011-11-23,0,3.2,8.6,14,8.353,0,68.5
2011-11-24,0,4.4,8.75,13.1,8.535,0,63
2011-11-25,0,0.9,7.7,14.5,8.579,0,67
2011-11-26,0,-0.6,6.15,12.9,8.033,0,72
2011-11-27,0,-0.8,3.8000000000000003,8.4,7.085,0,84
2011-11-28,0,-1.5,4.95,11.4,5.824,0,85
2011-11-29,0,1.4,8.7,16,8.435,0,68
2011-11-30,0,-1.3,6.0,13.3,7.387,0,74.5
2011-12-01,0,-1,4.5,10,7.311,0,82
2011-12-02,0.2,4.6,6.8,9,2.19,0,88
2011-12-03,5,6,7.8,9.6,2.153,0,91
2011-12-04,0.2,7.3,7.949999999999999,8.6,1.199,0,97
2011-12-05,0,6.6,8.3,10,1.814,0,95
2011-12-06,0,2.8,7.550000000000001,12.3,7.198,0,76.5
2011-12-07,0,-0.3,4.6,9.5,6.652,0,81
2011-12-08,0,-1.2,5.300000000000001,11.8,7.217,0,77
2011-12-09,0,2,5.35,8.7,2.435,0,78.5
2011-12-10,0.6,5,6.65,8.3,1.883,0,81
2011-12-11,0,2.8,6.699999999999999,10.6,3.345,0,84.5
2011-12-12,8,6.4,7.8500000000000005,9.3,1.142,0,93.5
2011-12-13,0.6,2.5,7.1,11.7,4.939,0,85
2011-12-14,0.2,3.4,5.8500000000000005,8.3,1.224,0,94.5
2011-12-15,0,3.9,5.65,7.4,1.305,0,93
2011-12-16,3,2.2,4.800000000000001,7.4,0.872,0,96
2011-12-17,0,1.1,6.0,10.9,5.008,0,64
2011-12-18,0,-1.2,3.1999999999999997,7.6,5.127,0,72
2011-12-19,0,-0.5,4.6,9.7,6.973,0,57
2011-12-20,0,-3.5,1.85,7.2,5.761,0,63
2011-12-21,0,-3.7,0.6499999999999999,5,5.937,0,72
2011-12-22,0,-2.9,3.95,10.8,6.326,0,62
2011-12-23,0,-2,3.0999999999999996,8.2,7.311,0,72
2011-12-24,1.2,-2,0.95,3.9,0.741,0,87.5
2011-12-25,0,-0.2,5.550000000000001,11.3,7.569,0,65.5
2011-12-26,0,-1.5,3.6500000000000004,8.8,7.28,0,71
2011-12-27,0,0.9,6.5,12.1,7.324,0,74.5
2011-12-28,0,-1.5,4.4,10.3,6.797,0,80.5
2011-12-29,4.4,-1.2,3.05,7.3,2.68,0,88
2011-12-30,0,-1.9,2.3,6.5,4.199,0,89.5
2011-12-31,0,-2.6,1.5999999999999999,5.8,5.146,0,89
2012-01-01,0,-1.4,3.95,9.3,7.211,0,76
2012-01-02,3.2,-0.5,2.65,5.8,1.632,0,88.5
2012-01-03,4.6,1.1,5.85,10.6,3.019,0,85.5
2012-01-04,0,-1.3,1.8000000000000003,4.9,2.849,0,97.5
2012-01-05,0,-0.3,1.35,3,2.41,0,97
2012-01-06,0,-0.4,5.95,12.3,7.889,0,61.5
2012-01-07,0,-0.7,4.25,9.2,6.477,0,63
2012-01-08,0,-1.8,5.949999999999999,13.7,8.19,0,70.5
2012-01-09,0,-2.7,3.6999999999999997,10.1,7.362,0,72.5
2012-01-10,0,-1.5,4.75,11,7.776,0,70
2012-01-11,0,-1.7,4.9,11.5,7.92,0,70
2012-01-12,0,-2,3.55,9.1,6.998,0,81
2012-01-13,0,-1.3,3.6999999999999997,8.7,7.092,0,79
2012-01-14,0,-3.2,3.3000000000000003,9.8,8.152,0,74.5
2012-01-15,0,-5.9,1.1499999999999995,8.2,8.052,0,67.5
2012-01-16,0,-5.7,0.3999999999999999,6.5,4.745,0,74.5
2012-01-17,0,-4.7,-2.7,-0.7,2.705,0,94.5
2012-01-18,0,-3.6,-2.25,-0.9,2.586,0,95
2012-01-19,0,-3.4,-2.45,-1.5,1.029,0,95.5
2012-01-20,0,-4,-1.55,0.9,2.184,0,96.5
2012-01-21,0,-2.1,4.3500000000000005,10.8,8.09,0,73
2012-01-22,0,-2.7,2.85,8.4,6.86,0,79.5
2012-01-23,0,-1.6,4.8,11.2,6.872,0,78
2012-01-24,0,-2.1,4.45,11,7.475,0,78
2012-01-25,0,-3.5,3.4000000000000004,10.3,9.665,0,59.5
2012-01-26,0,-3.9,2.6499999999999995,9.2,9.59,0,66.5
2012-01-27,0,-1.7,2.8,7.3,9.207,0,63
2012-01-28,0,-1.8,2.15,6.1,5.83,0,65.5
2012-01-29,0,-0.4,2.4499999999999997,5.3,8.698,0,54.5
2012-01-30,0,-2.1,1.2499999999999998,4.6,9.326,0,50.5
2012-01-31,0,-1.9,-0.29999999999999993,1.3,3.238,0,41
2012-02-01,0,-1.2,0.7500000000000001,2.7,1.833,0,61.5
2012-02-02,0,-2.3,-0.4999999999999999,1.3,5.341,0,33.5
2012-02-03,0,-5,-2.6,-0.2,9.79,0,35
2012-02-04,0,-3.9,-2.45,-1,3.728,0,53
2012-02-05,0,-6.2,-3.0500000000000003,0.1,10.318,0,41.5
2012-02-06,0,-7.4,-3.2,1,10.807,0,42
2012-02-07,0.2,-2.4,0.55,3.5,5.234,0,60.5
2012-02-08,0,-1.6,2.4000000000000004,6.4,8.052,0,33
2012-02-09,0,-7,0.1499999999999999,7.3,11.215,0,40.5
2012-02-10,0,-3.5,-1.7,0.1,4.933,0,64
2012-02-11,0.2,-4.6,-1.9,0.8,6.219,0,39
2012-02-12,0.2,-4.8,-1.5499999999999998,1.7,9.916,0,67
2012-02-13,0,-4.3,0.25,4.8,11.962,0,54.5
2012-02-14,0,-7.4,-0.5500000000000003,6.3,11.993,0,61
2012-02-15,0,-5.6,3.0,11.6,11.786,0,55
2012-02-16,0,-3.8,3.6,11,13.148,0,61
2012-02-17,0,-2.1,4.3500000000000005,10.8,11.924,0,61.5
2012-02-18,0,-2.2,4.050000000000001,10.3,11.937,0,66.5
2012-02-19,2.4,2.8,4.85,6.9,2.303,0,82
2012-02-20,22,2.1,3.8499999999999996,5.6,2.247,0,80.5
2012-02-21,0,1.2,5.85,10.5,14.686,0,59.5
2012-02-22,0,-0.8,6.449999999999999,13.7,15.018,0,61.5
2012-02-23,0,-0.2,7.0,14.2,13.481,0,62.5
2012-02-24,0,1.2,9.299999999999999,17.4,13.393,0,67.5
2012-02-25,0,2.7,9.549999999999999,16.4,11.698,0,71
2012-02-26,0,1.1,8.0,14.9,10.594,0,68.5
2012-02-27,0,0.9,6.05,11.2,13.462,0,74
2012-02-28,0,2.1,7.45,12.8,15.087,0,66.5
2012-02-29,0,1,7.85,14.7,14.453,0,72
2012-03-01,0,2.5,10.9,19.3,15.439,0,68
2012-03-02,0,2.9,10.45,18,14.46,0,73.5
2012-03-03,0,4,11.55,19.1,13.763,0,71.5
2012-03-04,0,6.3,10.45,14.6,4.657,0,65.5
2012-03-05,0,8.4,10.25,12.1,6.295,0,55.5
2012-03-06,0,3.9,8.4,12.9,12.916,0,51
2012-03-07,0,2.3,7.1,11.9,16.675,0,47.5
2012-03-08,0,0.1,6.7,13.3,16.085,0,59
2012-03-09,0,5.1,9.149999999999999,13.2,17.754,0,43
2012-03-10,0,3.1,8.3,13.5,18.395,0,41.5
2012-03-11,0,0.8,8.6,16.4,17.478,0,50.5
2012-03-12,0,1.4,9.149999999999999,16.9,18.206,0,61
2012-03-13,0,1.4,9.45,17.5,18.049,0,65
2012-03-14,0,2.4,10.5,18.6,18.238,0,64.5
2012-03-15,0,3.6,11.100000000000001,18.6,17.899,0,69.5
2012-03-16,0,4.5,12.2,19.9,17.196,0,66.5
2012-03-17,0,7.6,11.6,15.6,14.66,0,80
2012-03-18,0,9.1,12.55,16,16.386,0,78
2012-03-19,1.2,9.1,12.25,15.4,10.713,0,82.5
